country;density;year
BWA;58,591;1980
BRA;58,912;1980
BRN;68,876;1980
BGR;68,46;1980
BFA;44,82;1980
BDI;45,615;1980
CPV;60,018;1980
KHM;25,118;1980
CMR;49,671;1980
CAN;71,6;1980
CAF;46,675;1980
TCD;43,654;1980
CHI;70,383;1980
CHL;65,722;1980
CHN;65,425;1980
COL;62,785;1980
COM;48,996;1980
COD;44,918;1980
COG;54,723;1980
CRI;69,638;1980
CIV;48,812;1980
HRV;66,39;1980
CUB;72,182;1980
CYP;72,769;1980
CZE;66,8;1980
DNK;71,17;1980
DJI;52,111;1980
DOM;61,183;1980
ECU;61,18;1980
EGY;56,184;1980
SLV;51,367;1980
GNQ;42,212;1980
ERI;45,033;1980
EST;63,911;1980
ETH;42,296;1980
FJI;61,394;1980
FIN;69,24;1980
FRA;70,1;1980
PYF;62,548;1980
GAB;53,387;1980
GMB;45,109;1980
GEO;65,646;1980
DEU;69,514;1980
GHA;51,083;1980
GRC;70,653;1980
GRL;59,84;1980
GRD;64,276;1980
GUM;67,132;1980
GTM;55,452;1980
GIN;40,09;1980
GNB;43,883;1980
GUY;59,688;1980
HTI;49,418;1980
HND;57,517;1980
HKG;71,6;1980
HUN;65,53;1980
ISL;73,51;1980
IND;53,784;1980
IDN;58,486;1980
IRN;50,178;1980
IRQ;56,755;1980
IRL;69,913;1980
ISR;72,1;1980
ITA;70,67;1980
JAM;69,918;1980
JPN;73,56;1980
JOR;64,863;1980
KAZ;61,6;1980
KEN;55,864;1980
KIR;54,744;1980
PRK;62,662;1980
KOR;61,78;1980
KWT;68,522;1980
KGZ;58,775;1980
LAO;47,807;1980
LVA;63,75;1980
LBN;66,243;1980
LSO;52,029;1980
LBR;44,225;1980
LBY;62,482;1980
LTU;65,57;1980
LUX;68,537;1980
MAC;71,844;1980
MKD;66,908;1980
MDG;48,061;1980
MWI;43,77;1980
MYS;66,559;1980
MDV;54,094;1980
MLI;38,797;1980
MLT;72,091;1980
MRT;52,88;1980
MUS;63,021;1980
MEX;63,309;1980
FSM;64,647;1980
MDA;61,502;1980
MNG;54,606;1980
MNE;69,58;1980
MAR;56,245;1980
MOZ;40,376;1980
MMR;52,602;1980
NAM;54,864;1980
NPL;46,144;1980
NLD;72,47;1980
NCL;62,85;1980
NZL;70;1980
NIC;55,801;1980
NER;38,341;1980
NGA;44,09;1980
NOR;72,34;1980
OMN;58,105;1980
PAK;56,617;1980
PAN;67,955;1980
PNG;53,213;1980
PRY;64,635;1980
PER;58,089;1980
PHL;59,865;1980
POL;66;1980
PRT;67,8;1980
PRI;70,41;1980
QAT;71,813;1980
ROU;66,53;1980
RUS;61,39;1980
RWA;46,555;1980
WSM;56,75;1980
STP;58,983;1980
SAU;61,325;1980
SEN;47,713;1980
SLE;40,38;1980
SGP;69,8;1980
SVK;66,75;1980
SVN;67,3;1980
SLB;58,18;1980
SOM;43,23;1980
ZAF;54,459;1980
SSD;37,639;1980
ESP;72,32;1980
LKA;66,298;1980
LCA;65,38;1980
VCT;65,173;1980
SDN;52,806;1980
SUR;63,258;1980
SWZ;52,376;1980
SWE;72,78;1980
CHE;72,23;1980
SYR;64,548;1980
TJK;60,15;1980
TZA;48,732;1980
THA;61,544;1980
TLS;33,494;1980
TGO;50,561;1980
TON;66,37;1980
TTO;64,43;1980
TUN;60,865;1980
TUR;55,395;1980
TKM;57,363;1980
UGA;47,844;1980
UKR;64,131;1980
ARE;66,54;1980
GBR;70,7;1980
USA;70;1980
URY;66,938;1980
UZB;61,094;1980
VUT;56,791;1980
VEN;65,314;1980
VNM;63,12;1980
VIR;70,165;1980
YEM;49,081;1980
ZMB;49,44;1980
ZWE;57,598;1980
AFG;41,738;1981
ALB;68,533;1981
DZA;58,217;1981
AGO;38,919;1981
ATG;66,347;1981
ARG;66,433;1981
ARM;67,626;1981
ABW;70,036;1981
AUS;71,2;1981
AUT;69,3;1981
AZE;60,579;1981
BHS;65,652;1981
BHR;68,759;1981
BGD;53,698;1981
BRB;66,675;1981
BLR;65,526;1981
BEL;70,29;1981
BLZ;68,11;1981
BEN;44,872;1981
BTN;45,775;1981
BOL;49,068;1981
BIH;67,748;1981
BWA;59,065;1981
BRA;59,159;1981
BRN;69,168;1981
BGR;68,85;1981
BFA;45,761;1981
BDI;45,932;1981
CPV;60,376;1981
KHM;30,987;1981
CMR;50,057;1981
CAN;72,02;1981
CAF;46,981;1981
TCD;43,921;1981
CHI;70,631;1981
CHL;66,329;1981
CHN;65,815;1981
COL;63,142;1981
COM;49,658;1981
COD;45,208;1981
COG;54,944;1981
CRI;70,154;1981
CIV;49,254;1981
HRV;66,72;1981
CUB;72,391;1981
CYP;72,963;1981
CZE;67,21;1981
DNK;71,25;1981
DJI;52,523;1981
DOM;61,554;1981
ECU;61,726;1981
EGY;56,811;1981
SLV;51,458;1981
GNQ;42,865;1981
ERI;45,319;1981
EST;64,1;1981
ETH;42,236;1981
FJI;61,655;1981
FIN;69,61;1981
FRA;70,3;1981
PYF;63,102;1981
GAB;54,235;1981
GMB;45,899;1981
GEO;65,685;1981
DEU;69,786;1981
GHA;51,411;1981
GRC;70,909;1981
GRL;59,47;1981
GRD;64,5;1981
GUM;67,428;1981
GTM;55,812;1981
GIN;40,784;1981
GNB;44,209;1981
GUY;59,701;1981
HTI;49,771;1981
HND;58,3;1981
HKG;72,3;1981
HUN;65,51;1981
ISL;73,38;1981
IND;54,21;1981
IDN;58,906;1981
IRN;48,403;1981
IRQ;55,452;1981
IRL;70,12;1981
ISR;72,7;1981
ITA;71,11;1981
JAM;70,121;1981
JPN;73,79;1981
JOR;65,306;1981
KAZ;61,95;1981
KEN;56,318;1981
KIR;54,881;1981
PRK;63,053;1981
KOR;62,28;1981
XKX;63,8;1981
KWT;68,878;1981
KGZ;59,149;1981
LAO;48,131;1981
LVA;63,44;1981
LBN;66,411;1981
LSO;52,61;1981
LBR;44,656;1981
LBY;63,083;1981
LTU;65,49;1981
LUX;68,845;1981
MAC;72,184;1981
MKD;67,018;1981
MDG;48,302;1981
MWI;44,045;1981
MYS;66,828;1981
MDV;55,049;1981
MLI;39,565;1981
MLT;72,321;1981
MRT;53,494;1981
MUS;63,563;1981
MEX;63,759;1981
FSM;64,753;1981
MDA;61,603;1981
MNG;54,746;1981
MNE;69,904;1981
MAR;56,946;1981
MOZ;40,252;1981
MMR;53,01;1981
NAM;55,194;1981
NPL;46,807;1981
NLD;72,71;1981
NCL;62,8;1981
NZL;70,5;1981
NIC;56,038;1981
NER;38,829;1981
NGA;44,398;1981
NOR;72,63;1981
OMN;58,98;1981
PAK;56,896;1981
PAN;68,226;1981
PNG;53,683;1981
PRY;64,737;1981
PER;58,636;1981
PHL;60,082;1981
POL;67,1;1981
PRT;68,2;1981
PRI;70,476;1981
QAT;72,114;1981
ROU;66,7;1981
RUS;61,62;1981
RWA;47,483;1981
WSM;57,249;1981
STP;58,958;1981
SAU;62,158;1981
SEN;48,665;1981
SLE;40,566;1981
SGP;70,1;1981
SVK;66,8;1981
SVN;67,4;1981
SLB;58,198;1981
SOM;43,577;1981
ZAF;54,701;1981
SSD;37,815;1981
ESP;72,47;1981
LKA;66,51;1981
LCA;65,859;1981
VCT;65,546;1981
SDN;52,899;1981
SUR;63,415;1981
SWZ;53,113;1981
SWE;73,07;1981
CHE;72,42;1981
SYR;65,132;1981
TJK;60,373;1981
TZA;48,868;1981
THA;62,083;1981
TLS;35,319;1981
TGO;51,056;1981
TON;66,569;1981
TTO;64,495;1981
TUN;61,667;1981
TUR;55,971;1981
TKM;57,679;1981
UGA;47,689;1981
UKR;64,124;1981
ARE;67,042;1981
GBR;71,1;1981
USA;70,4;1981
URY;67,198;1981
UZB;61,426;1981
VUT;57,363;1981
VEN;65,557;1981
VNM;63,529;1981
VIR;70,379;1981
YEM;50,055;1981
ZMB;49,07;1981
ZWE;58,068;1981
AFG;42,432;1982
ALB;68,59;1982
DZA;59,44;1982
AGO;39,009;1982
ATG;66,618;1982
ARG;66,668;1982
ARM;67,576;1982
ABW;70,301;1982
AUS;71,5;1982
AUT;69,4;1982
AZE;60,738;1982
BHS;65,837;1982
BHR;69,172;1982
BGD;54,075;1982
BRB;66,951;1982
BLR;65,557;1982
BEL;70,61;1982
BLZ;68,435;1982
BEN;45,359;1982
BTN;46,539;1982
BOL;49,532;1982
BIH;67,964;1982
BWA;59,49;1982
BRA;59,412;1982
BRN;69,454;1982
BGR;68,43;1982
BFA;46,595;1982
BDI;46,243;1982
CPV;60,677;1982
KHM;36,847;1982
CMR;50,403;1982
CAN;72,3;1982
CAF;47,21;1982
TCD;44,192;1982
CHI;70,873;1982
CHL;66,905;1982
CHN;66,157;1982
COL;63,463;1982
COM;50,328;1982
COD;45,495;1982
COG;55,131;1982
CRI;70,637;1982
CIV;49,659;1982
HRV;66,79;1982
CUB;72,554;1982
CYP;73,151;1982
CZE;67,32;1982
DNK;71,6;1982
DJI;52,929;1982
DMA;70;1982
DOM;61,936;1982
ECU;62,283;1982
EGY;57,456;1982
SLV;51,739;1982
GNQ;43,481;1982
ERI;45,598;1982
EST;64,2;1982
ETH;42,283;1982
FJI;61,905;1982
FIN;70,22;1982
FRA;70,5;1982
PYF;63,625;1982
GAB;55,093;1982
GMB;46,668;1982
GEO;65,741;1982
DEU;70,067;1982
GHA;51,768;1982
GRC;71,159;1982
GRL;60,1;1982
GRD;64,719;1982
GUM;67,717;1982
GTM;56,186;1982
GIN;41,558;1982
GNB;44,519;1982
GUY;59,704;1982
HTI;50,139;1982
HND;59,095;1982
HKG;72,6;1982
HUN;65,67;1982
ISL;74,55;1982
IND;54,609;1982
IDN;59,298;1982
IRN;47,203;1982
IRQ;54,606;1982
IRL;70,331;1982
ISR;72,5;1982
ITA;71,6;1982
JAM;70,271;1982
JPN;74,24;1982
JOR;65,735;1982
KAZ;62,3;1982
KEN;56,684;1982
KIR;55,045;1982
PRK;63,414;1982
KOR;62,75;1982
XKX;64,1;1982
KWT;69,227;1982
KGZ;59,574;1982
LAO;48,496;1982
LVA;64,26;1982
LBN;66,591;1982
LSO;53,158;1982
LBR;44,983;1982
LBY;63,633;1982
LTU;65,91;1982
LUX;69,152;1982
MAC;72,521;1982
MKD;67,184;1982
MDG;48,471;1982
MWI;44,271;1982
MYS;67,089;1982
MDV;55,961;1982
MLI;40,319;1982
MLT;72,549;1982
MRT;54,089;1982
MUS;64,02;1982
MEX;64,213;1982
FSM;64,837;1982
MDA;61,814;1982
MNG;54,973;1982
MNE;70,204;1982
MAR;57,681;1982
MOZ;40,14;1982
MMR;53,414;1982
NAM;55,541;1982
NPL;47,489;1982
NLD;72,73;1982
NCL;63,7;1982
NZL;70,7;1982
NIC;56,309;1982
NER;39,304;1982
NGA;44,633;1982
NOR;72,65;1982
OMN;59,823;1982
PAK;57,172;1982
PAN;68,474;1982
PNG;54,083;1982
PRY;64,835;1982
PER;59,178;1982
PHL;60,349;1982
POL;67,2;1982
PRT;69;1982
PRI;70,532;1982
QAT;72,396;1982
ROU;66,8;1982
RUS;62,25;1982
RWA;48,402;1982
WSM;57,747;1982
STP;58,929;1982
SAU;62,942;1982
SEN;49,619;1982
SYC;66;1982
SLE;40,645;1982
SGP;70,2;1982
SVK;66,85;1982
SVN;67,2;1982
SLB;58,029;1982
SOM;43,908;1982
ZAF;55,014;1982
SSD;38,023;1982
ESP;73,1;1982
LKA;66,606;1982
KNA;62;1982
LCA;66,297;1982
MAF;70;1982
VCT;65,911;1982
SDN;52,996;1982
SUR;63,55;1982
SWZ;53,879;1982
SWE;73,42;1982
CHE;72,79;1982
SYR;65,693;1982
TJK;60,62;1982
TZA;48,962;1982
THA;62,719;1982
TLS;37,335;1982
TGO;51,536;1982
TON;66,769;1982
TTO;64,552;1982
TUN;62,39;1982
TUR;56,545;1982
TKM;58,001;1982
UGA;47,437;1982
UKR;64,251;1982
ARE;67,519;1982
GBR;71,3;1982
USA;70,8;1982
URY;67,456;1982
UZB;61,785;1982
VUT;57,92;1982
VEN;65,786;1982
VNM;63,789;1982
VIR;70,596;1982
YEM;51,001;1982
ZMB;48,569;1982
ZWE;58,446;1982
AFG;43,164;1983
ALB;68,673;1983
DZA;60,607;1983
AGO;39,091;1983
ATG;66,885;1983
ARG;66,877;1983
ARM;67,436;1983
ABW;70,51;1983
AUS;71,8;1983
AUT;69,5;1983
AZE;60,919;1983
BHS;66,019;1983
BHR;69,543;1983
BGD;54,462;1983
BRB;67,221;1983
BLR;65,671;1983
BEL;70,63;1983
BLZ;68,74;1983
BEN;45,935;1983
BTN;47,3;1983
BOL;50,003;1983
BIH;68,226;1983
BWA;59,854;1983
BRA;59,67;1983
BRN;69,735;1983
BGR;68,44;1983
BFA;47,282;1983
BDI;46,548;1983
CPV;60,964;1983
KHM;41,889;1983
CMR;50,703;1983
CAN;72,69;1983
CAF;47,368;1983
TCD;44,465;1983
CHI;71,105;1983
CHL;67,45;1983
CHN;66,456;1983
COL;63,744;1983
COM;50,992;1983
COD;45,766;1983
COG;55,275;1983
CRI;71,08;1983
CIV;50,024;1983
HRV;66,47;1983
CUB;72,675;1983
CYP;73,335;1983
CZE;67,05;1983
DNK;71,44;1983
DJI;53,311;1983
DOM;62,331;1983
ECU;62,849;1983
EGY;58,13;1983
SLV;52,218;1983
GNQ;44,03;1983
ERI;45,876;1983
EST;64,4;1983
ETH;42,461;1983
FJI;62,147;1983
FIN;70,24;1983
FRA;70,8;1983
PYF;64,098;1983
GAB;55,946;1983
GMB;47,407;1983
GEO;65,83;1983
DEU;70,353;1983
GHA;52,161;1983
GRC;71,4;1983
GRL;60,5;1983
GRD;64,931;1983
GUM;68;1983
GTM;56,573;1983
GIN;42,411;1983
GNB;44,816;1983
GUY;59,699;1983
HTI;50,52;1983
HND;59,897;1983
HKG;72,3;1983
HUN;65,12;1983
ISL;73,27;1983
IND;54,984;1983
IDN;59,661;1983
IRN;46,849;1983
IRQ;54,388;1983
IRL;70,541;1983
ISR;72,8;1983
ITA;71,45;1983
JAM;70,367;1983
JPN;74,22;1983
JOR;66,154;1983
KAZ;63,15;1983
KEN;56,941;1983
KIR;55,24;1983
PRK;63,754;1983
KOR;63,21;1983
XKX;64,3;1983
KWT;69,565;1983
KGZ;60,038;1983
LAO;48,904;1983
LVA;63,88;1983
LBN;66,786;1983
LSO;53,665;1983
LBR;45,214;1983
LBY;64,135;1983
LTU;65,89;1983
LUX;69,454;1983
MAC;72,857;1983
MKD;67,411;1983
MDG;48,576;1983
MWI;44,444;1983
MYS;67,343;1983
MDV;56,824;1983
MLI;41,049;1983
MLT;72,773;1983
MRT;54,647;1983
MUS;64,362;1983
MEX;64,672;1983
FSM;64,917;1983
MDA;62,13;1983
MNG;55,283;1983
MNE;70,456;1983
MAR;58,434;1983
MOZ;40,079;1983
MMR;53,813;1983
NAM;55,923;1983
NPL;48,188;1983
NLD;72,93;1983
NCL;66,1;1983
NZL;70,8;1983
NIC;56,629;1983
NER;39,758;1983
NGA;44,792;1983
NOR;72,74;1983
OMN;60,636;1983
PAK;57,445;1983
PAN;68,705;1983
PNG;54,422;1983
PRY;64,93;1983
PER;59,711;1983
PHL;60,649;1983
POL;67;1983
PRT;68,9;1983
PRI;70,582;1983
QAT;72,66;1983
ROU;66,98;1983
RUS;62,16;1983
RWA;49,175;1983
WSM;58,245;1983
STP;58,932;1983
SAU;63,682;1983
SEN;50,583;1983
SLE;40,605;1983
SGP;70,5;1983
SVK;66,64;1983
SVN;66,2;1983
SLB;57,697;1983
SOM;44,213;1983
ZAF;55,391;1983
SSD;38,286;1983
ESP;72,87;1983
LKA;66,584;1983
LCA;66,695;1983
MAF;69,5;1983
VCT;66,245;1983
SDN;53,099;1983
SUR;63,662;1983
SWZ;54,655;1983
SWE;73,62;1983
CHE;72,68;1983
SYR;66,227;1983
TJK;60,878;1983
TZA;49,023;1983
THA;63,446;1983
TLS;39,27;1983
TGO;51,999;1983
TON;66,967;1983
TTO;64,614;1983
TUN;63,041;1983
TUR;57,119;1983
TKM;58,314;1983
UGA;47,081;1983
UKR;64,497;1983
ARE;67,973;1983
GBR;71,5;1983
USA;71;1983
URY;67,703;1983
UZB;62,158;1983
VUT;58,457;1983
VEN;65,997;1983
VNM;64,022;1983
VIR;70,82;1983
YEM;51,907;1983
ZMB;47,959;1983
ZWE;58,695;1983
AFG;43,93;1984
ALB;68,788;1984
DZA;61,682;1984
AGO;39,174;1984
ATG;67,149;1984
ARG;67,062;1984
ARM;67,203;1984
ABW;70,66;1984
AUS;72,1;1984
AUT;70,1;1984
AZE;61,107;1984
BHS;66,197;1984
BHR;69,878;1984
BGD;54,882;1984
BRB;67,485;1984
BLR;65,849;1984
BEL;71;1984
BLZ;69,01;1984
BEN;46,599;1984
BTN;48,053;1984
BOL;50,48;1984
BIH;68,515;1984
BWA;60,139;1984
BRA;59,935;1984
BRN;70,009;1984
BGR;68,49;1984
BFA;47,799;1984
BDI;46,834;1984
CPV;61,259;1984
KHM;45,743;1984
CMR;50,949;1984
CAN;73,02;1984
CAF;47,459;1984
TCD;44,736;1984
CHI;71,328;1984
CHL;67,961;1984
CHN;66,721;1984
COL;63,981;1984
COM;51,64;1984
COD;46,02;1984
COG;55,365;1984
CRI;71,479;1984
CIV;50,342;1984
HRV;66,36;1984
CUB;72,758;1984
CYP;73,515;1984
CZE;67,34;1984
DNK;71,65;1984
DJI;53,664;1984
DOM;62,743;1984
ECU;63,42;1984
EGY;58,827;1984
SLV;52,893;1984
GNQ;44,504;1984
ERI;46,157;1984
EST;64,4;1984
ETH;42,776;1984
FJI;62,379;1984
FIN;70,48;1984
FRA;71;1984
PYF;64,516;1984
GAB;56,773;1984
GMB;48,109;1984
GEO;65,951;1984
DEU;70,64;1984
GHA;52,59;1984
GRC;71,634;1984
GRL;60,53;1984
GRD;65,139;1984
GUM;68,277;1984
GTM;56,973;1984
GIN;43,331;1984
GNB;45,105;1984
GUY;59,691;1984
HTI;50,912;1984
HND;60,693;1984
HKG;73,2;1984
HUN;65,06;1984
ISL;74,84;1984
IND;55,342;1984
IDN;59,998;1984
IRN;47,429;1984
IRQ;54,84;1984
IRL;70,75;1984
ISR;73,1;1984
ITA;72,17;1984
JAM;70,409;1984
JPN;74,58;1984
JOR;66,561;1984
KAZ;64;1984
KEN;57,076;1984
KIR;55,473;1984
PRK;64,074;1984
KOR;63,84;1984
XKX;64,5;1984
KWT;69,887;1984
KGZ;60,522;1984
LAO;49,354;1984
LVA;64,08;1984
LBN;67,001;1984
LSO;54,131;1984
LBR;45,358;1984
LBY;64,594;1984
LTU;65,32;1984
LUX;69,749;1984
MAC;73,194;1984
MKD;67,692;1984
MDG;48,637;1984
MWI;44,565;1984
MYS;67,59;1984
MDV;57,636;1984
MLI;41,746;1984
MLT;72,995;1984
MRT;55,157;1984
MUS;64,585;1984
MEX;65,133;1984
FSM;65,003;1984
MDA;62,532;1984
MNG;55,666;1984
MNE;70,655;1984
MAR;59,189;1984
MOZ;40,088;1984
MMR;54,209;1984
NAM;56,338;1984
NPL;48,903;1984
NLD;72,96;1984
NCL;64,6;1984
NZL;71,2;1984
NIC;57,01;1984
NER;40,189;1984
NGA;44,879;1984
NOR;73;1984
OMN;61,418;1984
PAK;57,717;1984
PAN;68,923;1984
PNG;54,708;1984
PRY;65,024;1984
PER;60,234;1984
PHL;60,971;1984
POL;66,8;1984
PRT;69,1;1984
PRI;70,623;1984
QAT;72,907;1984
ROU;66,81;1984
RUS;61,71;1984
RWA;49,641;1984
WSM;58,743;1984
STP;58,987;1984
SAU;64,378;1984
SEN;51,542;1984
SLE;40,441;1984
SGP;70,9;1984
SVK;66,79;1984
SVN;67;1984
SLB;57,242;1984
SOM;44,479;1984
ZAF;55,82;1984
SSD;38,621;1984
ESP;73,11;1984
LKA;66,462;1984
LCA;67,052;1984
MAF;69,7;1984
VCT;66,539;1984
SDN;53,213;1984
SUR;63,755;1984
SWZ;55,415;1984
SWE;73,85;1984
CHE;73,35;1984
SYR;66,734;1984
TJK;61,124;1984
TZA;49,051;1984
THA;64,238;1984
TLS;40,998;1984
TGO;52,441;1984
TON;67,16;1984
TTO;64,683;1984
TUN;63,631;1984
TUR;57,691;1984
TKM;58,606;1984
UGA;46,626;1984
UKR;64,831;1984
ARE;68,405;1984
GBR;71,9;1984
USA;71,1;1984
URY;67,934;1984
UZB;62,528;1984
VUT;58,973;1984
VEN;66,191;1984
VNM;64,269;1984
VIR;71,051;1984
YEM;52,759;1984
ZMB;47,262;1984
ZWE;58,783;1984
AFG;44,728;1985
ALB;68,92;1985
DZA;62,624;1985
AGO;39,255;1985
ATG;67,409;1985
ARG;67,227;1985
ARM;66,88;1985
ABW;70,757;1985
AUS;72,4;1985
AUT;70,4;1985
AZE;61,26;1985
BHS;66,375;1985
BHR;70,182;1985
BGD;55,347;1985
BRB;67,743;1985
BLR;66,7;1985
BEL;71,13;1985
BLZ;69,226;1985
BEN;47,356;1985
BTN;48,798;1985
BOL;50,963;1985
BIH;68,755;1985
BWA;60,329;1985
BRA;60,205;1985
BRN;70,277;1985
BGR;68,15;1985
BFA;48,14;1985
BDI;47,056;1985
CPV;61,57;1985
KHM;48,263;1985
CMR;51,127;1985
CAN;73,04;1985
CAF;47,482;1985
TCD;44,995;1985
CHI;71,543;1985
CHL;68,442;1985
CHN;66,954;1985
COL;64,166;1985
COM;52,267;1985
COD;46,263;1985
COG;55,391;1985
CRI;71,831;1985
CIV;50,599;1985
HRV;67,13;1985
CUB;72,806;1985
CYP;73,691;1985
CZE;67,5;1985
DNK;71,53;1985
DJI;53,982;1985
DOM;63,174;1985
ECU;63,989;1985
EGY;59,524;1985
SLV;53,753;1985
GNQ;44,905;1985
ERI;46,442;1985
EST;64,6;1985
ETH;43,206;1985
FJI;62,603;1985
FIN;70,14;1985
FRA;71,3;1985
PYF;64,887;1985
GAB;57,543;1985
GMB;48,757;1985
GEO;66,089;1985
DEU;70,92;1985
GHA;53,058;1985
GRC;71,879;1985
GRL;60,58;1985
GRD;65,341;1985
GUM;68,548;1985
GTM;57,385;1985
GIN;44,304;1985
GNB;45,388;1985
GUY;59,687;1985
HTI;51,309;1985
HND;61,464;1985
HKG;73,8;1985
HUN;65,06;1985
ISL;74,9;1985
IND;55,692;1985
IDN;60,314;1985
IRN;48,928;1985
IRQ;55,89;1985
IRL;70,957;1985
ISR;73,5;1985
ITA;72,3;1985
JAM;70,4;1985
JPN;74,87;1985
JOR;66,954;1985
KAZ;64;1985
KEN;57,074;1985
KIR;55,749;1985
PRK;64,397;1985
KOR;64,45;1985
XKX;64,7;1985
KWT;70,189;1985
KGZ;60,997;1985
LAO;49,838;1985
LVA;64,75;1985
LBN;67,237;1985
LSO;54,588;1985
LBR;45,413;1985
LBY;65,02;1985
LTU;65,75;1985
LUX;70,036;1985
MAC;73,526;1985
MKD;68,01;1985
MDG;48,683;1985
MWI;44,638;1985
MYS;67,831;1985
MDV;58,397;1985
MLI;42,403;1985
MLT;73,214;1985
MRT;55,608;1985
MUS;64,718;1985
MEX;65,597;1985
FSM;65,1;1985
MDA;62,976;1985
MNG;56,096;1985
MNE;70,805;1985
MAR;59,932;1985
MOZ;40,173;1985
MMR;54,601;1985
NAM;56,781;1985
NPL;49,637;1985
NLD;73,07;1985
NCL;65,4;1985
NZL;71;1985
NIC;57,481;1985
NER;40,599;1985
NGA;44,901;1985
NOR;72,59;1985
OMN;62,166;1985
PAK;57,991;1985
PAN;69,134;1985
PNG;54,956;1985
PRY;65,123;1985
PER;60,748;1985
PHL;61,3;1985
POL;66,5;1985
PRT;69,4;1985
PRI;70,637;1985
QAT;73,14;1985
ROU;66,78;1985
RUS;62,73;1985
RWA;49,404;1985
WSM;59,243;1985
STP;59,099;1985
SAU;65,025;1985
SEN;52,47;1985
SLE;40,137;1985
SGP;71,5;1985
SVK;66,92;1985
SVN;67,4;1985
SLB;56,745;1985
SOM;44,664;1985
ZAF;56,291;1985
SSD;39,039;1985
ESP;73,04;1985
LKA;66,287;1985
LCA;67,376;1985
MAF;69,4;1985
VCT;66,797;1985
SDN;53,337;1985
SUR;63,832;1985
SWZ;56,135;1985
SWE;73,78;1985
CHE;73,48;1985
SYR;67,21;1985
TJK;61,296;1985
TZA;49,034;1985
THA;65,039;1985
TLS;42,434;1985
TGO;52,864;1985
TON;67,346;1985
TTO;64,764;1985
TUN;64,175;1985
TUR;58,252;1985
TKM;58,855;1985
UGA;46,079;1985
UKR;65,186;1985
ARE;68,817;1985
GBR;71,8;1985
USA;71,1;1985
URY;68,142;1985
UZB;62,865;1985
VUT;59,47;1985
VEN;66,369;1985
VNM;64,55;1985
VIR;71,289;1985
YEM;53,542;1985
ZMB;46,502;1985
ZWE;58,673;1985
AFG;45,554;1986
ALB;69,04;1986
DZA;63,405;1986
AGO;39,329;1986
ATG;67,665;1986
ARG;67,382;1986
ARM;66,476;1986
ABW;70,814;1986
AUS;72,7;1986
AUT;71;1986
AZE;61,329;1986
BHS;66,553;1986
BHR;70,46;1986
BGD;55,853;1986
BRB;67,996;1986
BLR;67,33;1986
BEL;71,4;1986
BLZ;69,371;1986
BEN;48,202;1986
BTN;49,539;1986
BOL;51,452;1986
BIH;68,849;1986
BWA;60,413;1986
BRA;60,479;1986
BRN;70,54;1986
BGR;68,56;1986
BFA;48,319;1986
BDI;47,155;1986
CPV;61,896;1986
KHM;49,589;1986
CMR;51,222;1986
CAN;73,24;1986
CAF;47,434;1986
TCD;45,229;1986
CHI;71,757;1986
CHL;68,898;1986
CHN;67,157;1986
COL;64,289;1986
COM;52,874;1986
COD;46,512;1986
COG;55,344;1986
CRI;72,138;1986
CIV;50,779;1986
HRV;67,78;1986
CUB;72,823;1986
CYP;73,863;1986
CZE;67,49;1986
DNK;71,77;1986
DJI;54,266;1986
DOM;63,627;1986
ECU;64,55;1986
EGY;60,19;1986
SLV;54,774;1986
GNQ;45,252;1986
ERI;46,727;1986
EST;65,5;1986
ETH;43,711;1986
FRO;71,9;1986
FJI;62,818;1986
FIN;70,56;1986
FRA;71,6;1986
PYF;65,23;1986
GAB;58,219;1986
GMB;49,338;1986
GEO;66,213;1986
DEU;71,183;1986
GHA;53,57;1986
GRC;72,158;1986
GRL;61;1986
GRD;65,538;1986
GUM;68,81;1986
GTM;57,802;1986
GIN;45,309;1986
GNB;45,669;1986
GUY;59,697;1986
HTI;51,701;1986
HND;62,189;1986
HKG;74,1;1986
HUN;65,31;1986
ISL;75,42;1986
IND;56,044;1986
IDN;60,618;1986
IRN;51,19;1986
IRQ;57,361;1986
IRL;71,168;1986
ISR;73,2;1986
ITA;72,6;1986
JAM;70,344;1986
JPN;75,25;1986
JOR;67,329;1986
KAZ;64,45;1986
KEN;56,927;1986
KIR;56,07;1986
PRK;64,752;1986
KOR;65,13;1986
XKX;64,9;1986
KWT;70,467;1986
KGZ;61,425;1986
LAO;50,341;1986
LVA;66,32;1986
LBN;67,494;1986
LSO;55,085;1986
LBR;45,378;1986
LBY;65,425;1986
LTU;67,91;1986
LUX;70,319;1986
MAC;73,844;1986
MKD;68,333;1986
MDG;48,75;1986
MWI;44,669;1986
MYS;68,065;1986
MDV;59,112;1986
MLI;43,019;1986
MLT;73,431;1986
MRT;55,997;1986
MUS;64,814;1986
MEX;66,061;1986
FSM;65,209;1986
MDA;63,404;1986
MNG;56,534;1986
MNE;70,921;1986
MAR;60,649;1986
MOZ;40,322;1986
MMR;54,989;1986
NAM;57,239;1986
NPL;50,392;1986
NLD;73,09;1986
NCL;65,6;1986
NZL;71;1986
NIC;58,062;1986
NER;41,001;1986
NGA;44,874;1986
NOR;72,89;1986
OMN;62,877;1986
PAK;58,269;1986
PAN;69,342;1986
PNG;55,184;1986
PRY;65,231;1986
PER;61,252;1986
PHL;61,617;1986
POL;66,8;1986
PRT;69,9;1986
PRI;70,596;1986
