country;density;year
ECU;67,802;1993
EGY;63,469;1993
SLV;61,796;1993
GNQ;48,038;1993
ERI;49,354;1993
EST;62,3;1993
ETH;46,856;1993
FRO;73,5;1993
FJI;64,13;1993
FIN;72,11;1993
FRA;73,3;1993
PYF;67,747;1993
GAB;59,536;1993
GMB;51,973;1993
GEO;66,236;1993
DEU;72,7;1993
GHA;56,512;1993
GRC;75;1993
GRL;62,8;1993
GRD;66,767;1993
GUM;70,546;1993
GTM;60,919;1993
GIN;50,697;1993
GNB;48,044;1993
GUY;60,555;1993
HTI;54,017;1993
HND;65,739;1993
HKG;75,3;1993
HUN;64,55;1993
ISL;77,12;1993
IND;58,928;1993
IDN;62,86;1993
IRN;66,407;1993
IRQ;64,753;1993
IRL;72,601;1993
ISR;75,3;1993
ITA;74,6;1993
JAM;69,53;1993
JPN;76,24;1993
JOR;69,199;1993
KAZ;61,8;1993
KEN;53,031;1993
KIR;58,849;1993
PRK;64,521;1993
KOR;68,76;1993
XKX;66,2;1993
KWT;71,759;1993
KGZ;62,9;1993
LAO;53,721;1993
LVA;60,43;1993
LBN;69,815;1993
LSO;56,981;1993
LBR;46,73;1993
LBY;67,917;1993
LTU;63,13;1993
LUX;72,2;1993
MAC;75,723;1993
MKD;69,588;1993
MDG;51,775;1993
MWI;44,514;1993
MYS;69,551;1993
MDV;63,832;1993
MLI;45,684;1993
MLT;74,902;1993
MRT;57,631;1993
MUS;66,4;1993
MEX;69,311;1993
FSM;66,004;1993
MDA;63,469;1993
MNG;58,331;1993
MNE;71,293;1993
MAR;64,421;1993
MOZ;42,523;1993
MMR;57,586;1993
NAM;58,156;1993
NPL;56,037;1993
NLD;73,98;1993
NCL;67,9;1993
NZL;73,8;1993
NIC;63,705;1993
NER;44,631;1993
NGA;44,653;1993
NOR;74,22;1993
OMN;67,031;1993
PAK;60,247;1993
PAN;70,986;1993
PNG;57,141;1993
PRY;66,345;1993
PER;64,653;1993
PHL;63,107;1993
POL;67,4;1993
PRT;71;1993
PRI;69,376;1993
QAT;74,544;1993
ROU;66,1;1993
RUS;58,97;1993
RWA;26,021;1993
WSM;63,355;1993
STP;60,481;1993
SAU;68,548;1993
SEN;55,966;1993
SLE;35,196;1993
SGP;73,9;1993
SVK;68,4;1993
SVN;69,4;1993
SLB;58,112;1993
SOM;44,242;1993
ZAF;58,499;1993
SSD;44,258;1993
ESP;74,01;1993
LKA;66,393;1993
LCA;69,175;1993
MAF;72,5;1993
VCT;68,362;1993
SDN;54,58;1993
SUR;64,435;1993
SWZ;56,402;1993
SWE;75,48;1993
CHE;74,9;1993
SYR;69,815;1993
TJK;58,87;1993
TZA;47,337;1993
THA;66,815;1993
TLS;49,935;1993
TGO;54,598;1993
TON;68,45;1993
TTO;65,309;1993
TUN;68,338;1993
TUR;62,114;1993
TKM;58,847;1993
UGA;41,584;1993
UKR;63,5;1993
ARE;71,524;1993
GBR;73,8;1993
USA;72,2;1993
URY;69,359;1993
UZB;63,204;1993
VUT;63,113;1993
VEN;67,527;1993
VNM;66,719;1993
VIR;73,109;1993
PSE;67,522;1993
YEM;57,258;1993
ZMB;41,425;1993
ZWE;50,928;1993
AFG;51,497;1994
ALB;69,15;1994
DZA;66,23;1994
AGO;40,462;1994
ATG;69,613;1994
ARG;68,917;1994
ARM;64,983;1994
ABW;71,126;1994
AUS;75;1994
AUT;73,2;1994
AZE;60,725;1994
BHS;67,867;1994
BHR;72,34;1994
BGD;60,813;1994
BRB;69,832;1994
BLR;63,5;1994
BEL;73,36;1994
BLZ;67,518;1994
BEN;53,41;1994
BTN;55,656;1994
BOL;55,53;1994
BIH;67,49;1994
BWA;54,469;1994
BRA;63,32;1994
BRN;72,461;1994
BGR;67,36;1994
BFA;48,006;1994
BDI;46,642;1994
CPV;64,587;1994
KHM;52,519;1994
CMR;49,289;1994
CAN;74,94;1994
CAF;44,969;1994
TCD;46,094;1994
CHI;73,643;1994
CHL;72,004;1994
CHN;68,245;1994
COL;65,073;1994
COM;56,866;1994
COD;47,769;1994
COG;52,525;1994
CRI;73,95;1994
CIV;48,94;1994
HRV;67,54;1994
CUB;73,263;1994
CYP;75,116;1994
CZE;69,48;1994
DNK;72,78;1994
DJI;55,43;1994
DOM;66,774;1994
ECU;68,151;1994
EGY;63,931;1994
SLV;62,385;1994
GNQ;48,533;1994
ERI;49,943;1994
EST;60,5;1994
ETH;47,324;1994
FRO;73,8;1994
FJI;64,295;1994
FIN;72,82;1994
FRA;73,6;1994
PYF;68,052;1994
GAB;59,396;1994
GMB;52,326;1994
GEO;66,343;1994
DEU;73,1;1994
GHA;56,568;1994
GRC;75,2;1994
GRL;63,34;1994
GRD;66,922;1994
GUM;70,822;1994
GTM;61,444;1994
GIN;51,031;1994
GNB;48,488;1994
GUY;60,769;1994
HTI;54,321;1994
HND;66,149;1994
HKG;75,7;1994
HUN;64,86;1994
ISL;77,13;1994
IND;59,366;1994
IDN;63,188;1994
IRN;67,307;1994
IRQ;65,243;1994
IRL;72,749;1994
IMN;73,7;1994
ISR;75,5;1994
ITA;74,8;1994
JAM;69,45;1994
JPN;76,57;1994
JOR;69,381;1994
KAZ;60,6;1994
KEN;52,267;1994
KIR;59,231;1994
PRK;63,417;1994
KOR;69,17;1994
XKX;66,4;1994
KWT;71,877;1994
KGZ;61,6;1994
LAO;54,226;1994
LVA;59,04;1994
LBN;70,219;1994
LSO;56,179;1994
LBR;47,745;1994
LBY;68,153;1994
LIE;75,3;1994
LTU;62,54;1994
LUX;73,2;1994
MAC;76,04;1994
MKD;69,733;1994
MDG;52,559;1994
MWI;44,488;1994
MYS;69,741;1994
MDV;64,551;1994
MLI;45,754;1994
MLT;75,103;1994
MRT;57,789;1994
MUS;66,5;1994
MEX;69,778;1994
FSM;66,118;1994
MDA;63,217;1994
MNG;58,539;1994
MNE;71,191;1994
MAR;64,783;1994
MOZ;43,084;1994
MMR;57,939;1994
NAM;57,72;1994
NPL;56,837;1994
NLD;74,58;1994
NCL;67,6;1994
NZL;74,2;1994
NIC;64,347;1994
NER;45,293;1994
NGA;44,688;1994
NOR;74,88;1994
OMN;67,544;1994
PAK;60,512;1994
PAN;71,255;1994
PNG;57,476;1994
PRY;66,521;1994
PER;65,133;1994
PHL;63,278;1994
POL;67,5;1994
PRT;71,5;1994
PRI;69,393;1994
QAT;74,675;1994
ROU;65,9;1994
RUS;57,55;1994
RWA;27,537;1994
WSM;63,844;1994
STP;60,643;1994
SAU;68,896;1994
SEN;55,926;1994
SLE;34,977;1994
SGP;74,1;1994
SVK;68,3;1994
SVN;69,6;1994
SLB;58,782;1994
SOM;44,85;1994
ZAF;58,182;1994
SSD;44,913;1994
ESP;74,36;1994
LKA;66,232;1994
LCA;69,231;1994
MAF;72,7;1994
VCT;68,436;1994
SDN;54,813;1994
SUR;64,483;1994
SWZ;55,309;1994
SWE;76,06;1994
CHE;75,15;1994
SYR;70,019;1994
TJK;59,031;1994
TZA;47,269;1994
THA;66,668;1994
TLS;51,18;1994
TGO;54,331;1994
TON;68,545;1994
TTO;65,272;1994
TUN;68,792;1994
TUR;62,628;1994
TKM;58,823;1994
UGA;41,44;1994
UKR;62,78;1994
ARE;71,816;1994
GBR;74,3;1994
USA;72,4;1994
URY;69,566;1994
UZB;63,192;1994
VUT;63,538;1994
VEN;67,665;1994
VNM;66,968;1994
VIR;73,329;1994
PSE;67,81;1994
YEM;57,538;1994
ZMB;41,221;1994
ZWE;49,489;1994
AFG;51,999;1995
ALB;69,347;1995
DZA;66,593;1995
AGO;40,903;1995
ATG;69,845;1995
ARG;69,13;1995
ARM;65,37;1995
ABW;71,148;1995
AUS;75;1995
AUT;73,4;1995
AZE;61,124;1995
BHS;68,005;1995
BHR;72,56;1995
BGD;61,587;1995
BRB;70,04;1995
BLR;62,9;1995
BEL;73,47;1995
BLZ;67,06;1995
BEN;53,455;1995
BTN;56,429;1995
BOL;56,055;1995
BIH;68,23;1995
BWA;52,834;1995
BRA;63,809;1995
BRN;72,681;1995
BGR;67,39;1995
BFA;48,013;1995
BDI;47,205;1995
CPV;65,019;1995
KHM;52,908;1995
CMR;48,944;1995
CAN;75,08;1995
CAF;44,514;1995
TCD;46,187;1995
CHI;73,871;1995
CHL;72,314;1995
CHN;68,449;1995
COL;65,424;1995
COM;57,184;1995
COD;47,663;1995
COG;52,003;1995
CRI;74,163;1995
CIV;48,427;1995
HRV;67,86;1995
CUB;73,489;1995
CYP;75,261;1995
CZE;69,67;1995
DNK;72,72;1995
DJI;55,43;1995
DOM;66,961;1995
ECU;68,48;1995
EGY;64,408;1995
SLV;62,853;1995
GNQ;49,035;1995
ERI;50,568;1995
EST;61,3;1995
ETH;47,825;1995
FRO;74;1995
FJI;64,455;1995
FIN;72,79;1995
FRA;73,8;1995
PYF;68,333;1995
GAB;59,232;1995
GMB;52,709;1995
GEO;66,526;1995
DEU;73,3;1995
GHA;56,531;1995
GRC;75;1995
GRL;63,41;1995
GRD;67,078;1995
GUM;71,114;1995
GTM;61,987;1995
GIN;51,245;1995
GNB;48,952;1995
GUY;60,992;1995
HTI;54,622;1995
HND;66,554;1995
HKG;76;1995
HUN;65,26;1995
ISL;75,96;1995
IND;59,795;1995
IDN;63,497;1995
IRN;67,903;1995
IRQ;65,681;1995
IRL;72,9;1995
ISR;75,5;1995
ITA;75;1995
JAM;69,398;1995
JPN;76,39;1995
JOR;69,555;1995
KAZ;59,7;1995
KEN;51,546;1995
KIR;59,592;1995
PRK;62,229;1995
KOR;69,57;1995
XKX;66,6;1995
KWT;71,986;1995
KGZ;61,4;1995
LAO;54,749;1995
LVA;60,04;1995
LBN;70,636;1995
LSO;55,027;1995
LBR;48,856;1995
LBY;68,347;1995
LIE;75;1995
LTU;63,26;1995
LUX;73;1995
MAC;76,371;1995
MKD;69,899;1995
MDG;53,376;1995
MWI;44,469;1995
MYS;69,929;1995
MDV;65,291;1995
MLI;45,81;1995
MLT;74,8;1995
MRT;57,937;1995
MUS;66,56;1995
MEX;70,231;1995
FSM;66,23;1995
MDA;63,001;1995
MNG;58,774;1995
MNE;71,051;1995
MAR;65,133;1995
MOZ;43,69;1995
MMR;58,289;1995
NAM;57,139;1995
NPL;57,621;1995
NLD;74,59;1995
NCL;68,4;1995
NZL;74,1;1995
NIC;64,893;1995
NER;45,97;1995
NGA;44,744;1995
NOR;74,8;1995
OMN;68,045;1995
PAK;60,768;1995
PLW;67,03;1995
PAN;71,522;1995
PNG;57,813;1995
PRY;66,704;1995
PER;65,613;1995
PHL;63,452;1995
POL;67,6;1995
PRT;71,8;1995
PRI;69,528;1995
QAT;74,799;1995
ROU;65,7;1995
RUS;58,12;1995
RWA;30,66;1995
WSM;64,314;1995
STP;60,801;1995
SAU;69,246;1995
SEN;55,863;1995
SLE;34,976;1995
SGP;74,1;1995
SVK;68,4;1995
SVN;70,3;1995
SLB;59,43;1995
SOM;45,655;1995
ZAF;57,688;1995
SSD;45,526;1995
ESP;74,41;1995
LKA;66,048;1995
LCA;69,259;1995
MAF;72,8;1995
VCT;68,467;1995
SDN;55,07;1995
SUR;64,515;1995
SWZ;53,995;1995
SWE;76,16;1995
CHE;75,3;1995
SYR;70,207;1995
TJK;59,427;1995
TZA;47,327;1995
THA;66,565;1995
TLS;52,501;1995
TGO;53,98;1995
TON;68,63;1995
TTO;65,214;1995
TUN;69,209;1995
TUR;63,179;1995
TKM;58,85;1995
UGA;41,482;1995
UKR;61,82;1995
ARE;72,103;1995
GBR;74,3;1995
USA;72,5;1995
URY;69,796;1995
UZB;63,232;1995
VUT;63,953;1995
VEN;67,804;1995
VNM;67,221;1995
VIR;73,547;1995
PSE;68,082;1995
YEM;57,811;1995
ZMB;41,158;1995
ZWE;48,093;1995
AFG;52,465;1996
ALB;69,631;1996
DZA;67,012;1996
AGO;41,464;1996
ATG;70,073;1996
ARG;69,341;1996
ARM;65,868;1996
ABW;71,168;1996
AUS;75,2;1996
AUT;73,7;1996
AZE;61,629;1996
BHS;68,168;1996
BHR;72,782;1996
BGD;62,355;1996
BRB;70,241;1996
BLR;63;1996
BEL;73,88;1996
BLZ;66,632;1996
BEN;53,425;1996
BTN;57,216;1996
BOL;56,583;1996
BIH;69,121;1996
BWA;51,205;1996
BRA;64,314;1996
BRN;72,897;1996
BGR;67,39;1996
BFA;48,083;1996
BDI;47,862;1996
CPV;65,518;1996
KHM;53,387;1996
CMR;48,701;1996
CAN;75,45;1996
CAF;44,064;1996
TCD;46,279;1996
CHI;74,103;1996
CHL;72,611;1996
CHN;68,717;1996
COL;65,823;1996
COM;57,434;1996
COD;47,595;1996
COG;51,508;1996
CRI;74,374;1996
CIV;47,9;1996
HRV;68,18;1996
CUB;73,741;1996
CYP;75,403;1996
CZE;70,3;1996
DNK;73,05;1996
DJI;55,415;1996
DOM;67,11;1996
ECU;68,794;1996
EGY;64,876;1996
SLV;63,218;1996
GNQ;49,538;1996
ERI;51,197;1996
EST;64,1;1996
ETH;48,347;1996
FRO;74,3;1996
FJI;64,61;1996
FIN;73,03;1996
FRA;74,1;1996
PYF;68,598;1996
GAB;59,045;1996
GMB;53,122;1996
GEO;66,788;1996
DEU;73,6;1996
GHA;56,432;1996
GRC;75,1;1996
GRL;63,26;1996
GRD;67,239;1996
GUM;71,426;1996
GTM;62,541;1996
GIN;51,339;1996
GNB;49,428;1996
GUY;61,218;1996
HTI;54,913;1996
HND;66,942;1996
HKG;76,7;1996
HUN;66,08;1996
ISL;76,49;1996
IND;60,212;1996
IDN;63,779;1996
IRN;68,268;1996
IRQ;66,069;1996
IRL;73,1;1996
ISR;76,3;1996
ITA;75,4;1996
JAM;69,376;1996
JPN;77,01;1996
JOR;69,723;1996
KAZ;58,5;1996
KEN;50,899;1996
KIR;59,93;1996
PRK;61,192;1996
KOR;70,08;1996
XKX;66,7;1996
KWT;72,087;1996
KGZ;62,3;1996
LAO;55,29;1996
LVA;63,04;1996
LBN;71,064;1996
LSO;53,565;1996
LBR;49,9;1996
LBY;68,502;1996
LIE;72,3;1996
LTU;64,63;1996
LUX;73,3;1996
MAC;76,701;1996
MKD;70,084;1996
MDG;54,207;1996
MWI;44,449;1996
MYS;70,115;1996
MDV;66,051;1996
MLI;45,905;1996
MLT;74,8;1996
MRT;58,068;1996
MUS;66,44;1996
MEX;70,655;1996
FSM;66,336;1996
MDA;62,853;1996
MNG;59,03;1996
MNE;70,89;1996
MAR;65,485;1996
MOZ;44,311;1996
MMR;58,642;1996
NAM;56,42;1996
NPL;58,389;1996
NLD;74,66;1996
NCL;69,9;1996
NZL;74,3;1996
NIC;65,358;1996
NER;46,651;1996
NGA;44,819;1996
NOR;75,37;1996
OMN;68,534;1996
PAK;61,017;1996
PAN;71,782;1996
PNG;58,15;1996
PRY;66,905;1996
PER;66,094;1996
PHL;63,624;1996
POL;68,1;1996
PRT;71,7;1996
PRI;69,782;1996
QAT;74,919;1996
ROU;65,3;1996
RUS;59,62;1996
RWA;34,763;1996
WSM;64,758;1996
SMR;75,9;1996
STP;60,951;1996
SAU;69,599;1996
SEN;55,81;1996
SLE;35,2;1996
SGP;74,4;1996
SVK;68,8;1996
SVN;70,8;1996
SLB;60,043;1996
SOM;46,562;1996
ZAF;57,012;1996
SSD;46,092;1996
ESP;74,54;1996
LKA;65,946;1996
LCA;69,277;1996
MAF;73;1996
VCT;68,452;1996
SDN;55,349;1996
SUR;64,528;1996
SWZ;52,498;1996
SWE;76,52;1996
CHE;75,94;1996
SYR;70,383;1996
TJK;60,002;1996
TZA;47,529;1996
THA;66,523;1996
TLS;53,828;1996
TGO;53,592;1996
TON;68,699;1996
TTO;65,144;1996
TUN;69,59;1996
TUR;63,775;1996
TKM;58,93;1996
UGA;41,739;1996
UKR;61,4;1996
ARE;72,384;1996
GBR;74,6;1996
USA;73,1;1996
URY;70,045;1996
UZB;63,322;1996
VUT;64,359;1996
VEN;67,944;1996
VNM;67,474;1996
VIR;73,76;1996
PSE;68,336;1996
YEM;58,074;1996
ZMB;41,245;1996
ZWE;46,776;1996
AFG;52,918;1997
ALB;69,982;1997
DZA;67,463;1997
AGO;42,141;1997
ATG;70,3;1997
ARG;69,55;1997
ARM;66,433;1997
ABW;71,19;1997
AUS;75,7;1997
AUT;74,1;1997
AZE;62,172;1997
BHS;68,365;1997
BHR;73,006;1997
BGD;63,094;1997
BRB;70,433;1997
BLR;62,9;1997
BEL;74,2;1997
BLZ;66,256;1997
BEN;53,389;1997
BTN;58,025;1997
BOL;57,113;1997
BIH;70,008;1997
BWA;49,696;1997
BRA;64,82;1997
BRN;73,109;1997
BGR;67;1997
BFA;48,221;1997
BDI;48,511;1997
CPV;66,084;1997
KHM;53,958;1997
CMR;48,588;1997
CAN;75,7;1997
CAF;43,633;1997
TCD;46,361;1997
CHI;74,347;1997
CHL;72,897;1997
CHN;69,051;1997
COL;66,235;1997
COM;57,619;1997
COD;47,623;1997
COG;51,065;1997
CRI;74,579;1997
CIV;47,377;1997
HRV;68,3;1997
CUB;74,001;1997
CYP;75,542;1997
CZE;70,42;1997
DNK;73,55;1997
DJI;55,399;1997
DMA;74;1997
DOM;67,241;1997
ECU;69,097;1997
EGY;65,307;1997
SLV;63,519;1997
GNQ;50,032;1997
ERI;51,803;1997
EST;64,2;1997
ETH;48,881;1997
FRO;74,7;1997
FJI;64,76;1997
FIN;73,42;1997
FRA;74,5;1997
PYF;68,861;1997
GAB;58,838;1997
GMB;53,553;1997
GEO;67,106;1997
DEU;74;1997
GHA;56,314;1997
GRC;75,6;1997
GRL;63,12;1997
GRD;67,407;1997
GUM;71,754;1997
GTM;63,096;1997
GIN;51,339;1997
GNB;49,904;1997
GUY;61,445;1997
HTI;55,189;1997
HND;67,299;1997
HKG;77,2;1997
HUN;66,4;1997
ISL;76,3;1997
IND;60,619;1997
IDN;64,029;1997
IRN;68,509;1997
IRQ;66,398;1997
IRL;73,4;1997
ISR;76;1997
ITA;75,8;1997
JAM;69,384;1997
JPN;77,19;1997
JOR;69,886;1997
KAZ;59;1997
KEN;50,357;1997
KIR;60,249;1997
PRK;60,5;1997
KOR;70,56;1997
XKX;66,9;1997
KWT;72,182;1997
KGZ;62,6;1997
LAO;55,841;1997
LVA;63,92;1997
LBN;71,499;1997
LSO;51,917;1997
LBR;50,746;1997
LBY;68,628;1997
LIE;71,9;1997
LTU;65,47;1997
LUX;74,1;1997
MAC;77,014;1997
MKD;70,275;1997
MDG;55,034;1997
MWI;44,439;1997
MYS;70,299;1997
MDV;66,825;1997
MLI;46,084;1997
MLT;75,2;1997
MRT;58,179;1997
MUS;66,6;1997
MEX;71,043;1997
FSM;66,436;1997
MDA;62,779;1997
MNG;59,295;1997
MNE;70,731;1997
MAR;65,855;1997
MOZ;44,922;1997
MMR;58,996;1997
NAM;55,603;1997
NPL;59,139;1997
NLD;75,17;1997
NCL;69,3;1997
NZL;74,7;1997
NIC;65,778;1997
NER;47,325;1997
NGA;44,913;1997
NOR;75,45;1997
OMN;69,01;1997
PAK;61,26;1997
PAN;72,027;1997
PNG;58,484;1997
PRY;67,129;1997
PER;66,574;1997
PHL;63,788;1997
POL;68,5;1997
PRT;71,9;1997
PRI;70,132;1997
QAT;75,036;1997
ROU;65,2;1997
RUS;60,85;1997
RWA;38,993;1997
WSM;65,176;1997
SMR;76,4;1997
STP;61,096;1997
SAU;69,947;1997
SEN;55,791;1997
SRB;69,6;1997
SYC;68;1997
SLE;35,614;1997
SGP;74,8;1997
SVK;68,9;1997
SVN;71;1997
SLB;60,627;1997
SOM;47,454;1997
ZAF;56,187;1997
SSD;46,617;1997
ESP;75,17;1997
LKA;66,014;1997
KNA;67,49;1997
LCA;69,307;1997
MAF;73,2;1997
VCT;68,404;1997
SDN;55,644;1997
SUR;64,527;1997
SWZ;50,9;1997
SWE;76,7;1997
CHE;76,26;1997
SYR;70,549;1997
TJK;60,656;1997
TZA;47,868;1997
THA;66,538;1997
TLS;55,086;1997
TGO;53,226;1997
TON;68,751;1997
TTO;65,077;1997
TUN;69,94;1997
TUR;64,407;1997
TKM;59,052;1997
UGA;42,208;1997
UKR;61,91;1997
ARE;72,66;1997
GBR;74,65;1997
USA;73,6;1997
URY;70,305;1997
UZB;63,447;1997
VUT;64,754;1997
VEN;68,083;1997
VNM;67,724;1997
VIR;73,964;1997
PSE;68,569;1997
YEM;58,326;1997
ZMB;41,48;1997
ZWE;45,568;1997
AFG;53,379;1998
ALB;70,376;1998
DZA;67,93;1998
AGO;42,923;1998
ATG;70,525;1998
ARG;69,755;1998
ARM;67,015;1998
ABW;71,219;1998
AUS;75,9;1998
AUT;74,5;1998
AZE;62,698;1998
BHS;68,603;1998
BHR;73,229;1998
BGD;63,786;1998
BRB;70,617;1998
BLR;62,7;1998
BEL;74,4;1998
BLZ;65,95;1998
BEN;53,403;1998
BTN;58,856;1998
BOL;57,645;1998
BIH;70,77;1998
BWA;48,418;1998
BRA;65,317;1998
BRN;73,317;1998
BGR;67,5;1998
BFA;48,433;1998
BDI;49,073;1998
CPV;66,705;1998
KHM;54,616;1998
CMR;48,623;1998
CAN;75,96;1998
CAF;43,24;1998
TCD;46,431;1998
CHI;74,606;1998
CHL;73,176;1998
CHN;69,447;1998
COL;66,633;1998
COM;57,748;1998
COD;47,79;1998
COG;50,71;1998
CRI;74,774;1998
CIV;46,885;1998
HRV;68,6;1998
CUB;74,256;1998
CYP;75,678;1998
CZE;71,1;1998
DNK;73,7;1998
DJI;55,397;1998
DOM;67,37;1998
ECU;69,394;1998
EGY;65,68;1998
SLV;63,791;1998
GNQ;50,509;1998
ERI;52,373;1998
EST;63,7;1998
ETH;49,423;1998
FRO;75,1;1998
FJI;64,905;1998
FIN;73,52;1998
FRA;74,8;1998
PYF;69,136;1998
GAB;58,627;1998
GMB;53,99;1998
GEO;67,454;1998
DEU;74,5;1998
GHA;56,221;1998
GRC;75,4;1998
GRL;63,44;1998
GRD;67,586;1998
GUM;72,094;1998
GTM;63,64;1998
GIN;51,281;1998
GNB;50,368;1998
GUY;61,67;1998
HTI;55,45;1998
HND;67,618;1998
HKG;77,4;1998
HUN;66,15;1998
ISL;77,7;1998
IND;61,016;1998
IDN;64,245;1998
IRN;68,718;1998
IRQ;66,661;1998
IRL;73,4;1998
ISR;76,1;1998
ITA;76;1998
JAM;69,421;1998
JPN;77,16;1998
JOR;70,048;1998
KAZ;59;1998
KEN;49,958;1998
KIR;60,549;1998
PRK;60,272;1998
KOR;71,09;1998
XKX;67;1998
KWT;72,269;1998
KGZ;63,1;1998
LAO;56,4;1998
LVA;63,5;1998
LBN;71,938;1998
LSO;50,219;1998
LBR;51,321;1998
LBY;68,734;1998
LIE;73,6;1998
LTU;66;1998
LUX;73,7;1998
MAC;77,299;1998
MKD;70,465;1998
MDG;55,838;1998
MWI;44,457;1998
MYS;70,481;1998
MDV;67,606;1998
MLI;46,382;1998
MLT;74,9;1998
MRT;58,271;1998
MUS;66,9;1998
MEX;71,388;1998
FSM;66,529;1998
MDA;62,783;1998
MNG;59,561;1998
MNE;70,598;1998
MAR;66,252;1998
MOZ;45,507;1998
MMR;59,352;1998
NAM;54,745;1998
NPL;59,872;1998
NLD;75,2;1998
NCL;71,4;1998
NZL;75,5;1998
NIC;66,181;1998
NER;47,987;1998
NGA;45,031;1998
NOR;75,5;1998
OMN;69,471;1998
PAK;61,5;1998
PAN;72,254;1998
PNG;58,816;1998
PRY;67,38;1998
PER;67,049;1998
PHL;63,936;1998
POL;68,9;1998
PRT;72,2;1998
PRI;70,548;1998
QAT;75,15;1998
ROU;66,1;1998
RUS;61,22;1998
RWA;42,683;1998
WSM;65,57;1998
SMR;77,1;1998
STP;61,236;1998
SAU;70,283;1998
SEN;55,834;1998
SLE;36,179;1998
SGP;75,3;1998
SVK;68,6;1998
SVN;71,1;1998
SLB;61,192;1998
SOM;48,237;1998
ZAF;55,263;1998
SSD;47,111;1998
ESP;75,3;1998
LKA;66,3;1998
LCA;69,366;1998
MAF;73,4;1998
VCT;68,339;1998
SDN;55,953;1998
SUR;64,523;1998
SWZ;49,3;1998
SWE;76,9;1998
CHE;76,3;1998
SYR;70,706;1998
TJK;61,307;1998
TZA;48,335;1998
THA;66,608;1998
TLS;56,226;1998
TGO;52,93;1998
TON;68,787;1998
TTO;65,024;1998
TUN;70,265;1998
TUR;65,063;1998
TKM;59,209;1998
UGA;42,873;1998
UKR;62,74;1998
ARE;72,928;1998
GBR;74,8;1998
USA;73,8;1998
URY;70,565;1998
UZB;63,595;1998
VUT;65,139;1998
VEN;68,221;1998
VNM;67,965;1998
VIR;74,156;1998
PSE;68,78;1998
YEM;58,567;1998
ZMB;41,857;1998
ZWE;44,506;1998
AFG;53,861;1999
ALB;70,797;1999
DZA;68,406;1999
AGO;43,802;1999
ATG;70,747;1999
ARG;69,955;1999
ARM;67,579;1999
ABW;71,259;1999
AUS;76,2;1999
AUT;74,9;1999
AZE;63,184;1999
BHS;68,879;1999
BHR;73,452;1999
BGD;64,419;1999
BRB;70,792;1999
BLR;62,2;1999
BEL;74,4;1999
BLZ;65,73;1999
BEN;53,499;1999
BTN;59,705;1999
BOL;58,178;1999
BIH;71,356;1999
BWA;47,457;1999
BRA;65,796;1999
BRN;73,522;1999
BGR;67,9;1999
BFA;48,727;1999
BDI;49,518;1999
CPV;67,358;1999
KHM;55,361;1999
CMR;48,811;1999
CAN;76,2;1999
CAF;42,908;1999
TCD;46,493;1999
CHI;74,882;1999
CHL;73,449;1999
CHN;69,896;1999
COL;67,003;1999
COM;57,833;1999
COD;48,114;1999
COG;50,479;1999
CRI;74,959;1999
CIV;46,455;1999
HRV;68,92;1999
CUB;74,501;1999
CYP;75,81;1999
CZE;71,4;1999
DNK;74;1999
DJI;55,42;1999
DOM;67,508;1999
ECU;69,685;1999
EGY;65,991;1999
SLV;64,052;1999
GNQ;50,965;1999
ERI;52,908;1999
EST;64,6;1999
ETH;49,984;1999
FRO;75,5;1999
FJI;65,045;1999
FIN;73,74;1999
FRA;75;1999
PYF;69,429;1999
GAB;58,436;1999
GMB;54,427;1999
GEO;67,812;1999
DEU;74,8;1999
GHA;56,182;1999
GRC;75,5;1999
GRL;63,94;1999
GRD;67,776;1999
GUM;72,438;1999
GTM;64,162;1999
GIN;51,206;1999
GNB;50,809;1999
GUY;61,889;1999
HTI;55,697;1999
HND;67,898;1999
HKG;77,7;1999
HUN;66,36;1999
ISL;77,4;1999
IND;61,405;1999
IDN;64,428;1999
IRN;68,944;1999
IRQ;66,853;1999
IRL;73,4;1999
ISR;77;1999
ITA;76,4;1999
JAM;69,491;1999
JPN;77,4;1999
JOR;70,209;1999
KAZ;60,3;1999
KEN;49,743;1999
KIR;60,827;1999
PRK;60,526;1999
KOR;71,71;1999
XKX;65;1999
KWT;72,352;1999
KGZ;64,9;1999
LAO;56,963;1999
LVA;64,46;1999
LBN;72,378;1999
LSO;48,586;1999
LBR;51,628;1999
LBY;68,826;1999
LIE;75,5;1999
LTU;66,4;1999
LUX;74,6;1999
MAC;77,551;1999
MKD;70,65;1999
MDG;56,601;1999
MWI;44,532;1999
MYS;70,659;1999
MDV;68,39;1999
MLI;46,813;1999
MLT;75,3;1999
MHL;65,7;1999
MRT;58,348;1999
MUS;67,4;1999
MEX;71,689;1999
FSM;66,618;1999
MDA;62,866;1999
MNG;59,826;1999
MNE;70,504;1999
MAR;66,685;1999
MOZ;46,06;1999
MMR;59,708;1999
NAM;53,899;1999
NPL;60,584;1999
NLD;75,3;1999
NCL;70,9;1999
NZL;75,5;1999
NIC;66,58;1999
NER;48,634;1999
NGA;45,181;1999
NOR;75,6;1999
OMN;69,919;1999
PAK;61,736;1999
PAN;72,46;1999
PNG;59,144;1999
PRY;67,654;1999
PER;67,514;1999
PHL;64,07;1999
POL;68,8;1999
PRT;72,5;1999
PRI;71,008;1999
